cat_0,cat_1,cat_2,cat_3,cat_4,cat_5,cat_6,cat_7,cat_8,cat_9,cluster_idx
299,351,316,8,377,83,512,320,266,69,75
191,735,521,3,319,30,83,387,182,124,4
351,775,290,143,0,83,269,517,142,245,64
407,829,495,202,328,35,424,192,217,73,65
30,842,123,0,426,49,34,604,219,316,58
349,496,390,174,221,105,272,120,289,246,68
140,247,208,138,310,68,324,303,156,257,79
284,492,546,205,243,23,513,300,87,177,40
383,143,55,93,82,110,273,64,33,8,51
140,247,208,138,295,68,202,303,156,257,79
88,448,483,75,422,33,274,204,289,395,23
141,481,219,121,395,78,424,165,75,103,26
407,91,495,202,283,35,424,192,217,73,65
41,231,42,225,124,80,308,537,97,238,37
282,342,67,224,319,106,545,111,155,85,7
144,141,420,157,202,88,524,513,57,336,48
22,548,357,46,77,66,162,106,283,262,25
331,801,567,15,311,7,20,136,146,50,76
23,101,141,18,400,0,330,214,282,183,14
150,388,416,104,93,115,361,377,133,154,5
167,775,290,143,0,83,269,517,194,29,64
140,247,208,138,118,63,202,303,156,257,79
56,149,136,33,442,23,547,485,252,179,32
299,351,495,8,377,83,512,31,202,69,75
22,548,136,46,77,66,162,208,283,262,25
284,492,546,205,131,23,513,300,28,177,40
328,469,80,189,394,34,283,533,81,5,98
283,465,329,46,268,65,494,430,223,253,83
190,412,341,166,322,90,394,245,219,113,82
383,599,0,59,395,42,409,372,72,356,90
168,648,2,112,273,94,404,56,178,325,97
51,465,515,28,257,107,400,449,30,96,18
371,483,421,98,495,71,414,542,73,111,99
168,392,537,36,411,16,528,274,167,148,95
213,612,269,186,170,33,308,163,175,20,38
332,191,367,185,66,94,67,611,105,321,19
140,247,208,138,310,68,202,576,156,257,79
122,251,122,202,491,38,390,333,221,193,63
140,247,208,138,310,68,132,107,156,257,79
141,574,293,70,388,25,240,30,134,26,45
144,774,273,157,202,88,524,232,57,336,48
371,483,421,98,495,71,414,336,73,111,99
82,642,424,12,262,16,468,256,275,360,86
282,342,67,199,319,106,579,111,155,85,7
438,750,248,252,224,73,425,251,157,337,35
416,292,392,140,264,48,487,149,12,286,39
406,143,55,160,82,69,273,64,182,8,51
349,707,522,77,216,37,101,557,237,123,34
168,392,537,36,80,16,531,274,167,148,95
331,801,471,15,128,7,20,136,146,50,76
404,377,408,64,18,48,243,10,139,267,24
299,316,495,8,377,83,512,28,266,69,75
371,232,474,22,449,101,487,554,75,146,77
267,707,522,77,216,111,101,378,237,123,34
142,473,50,216,247,107,157,481,39,47,93
191,421,521,3,357,30,83,387,182,124,4
407,240,209,202,283,35,424,192,41,73,65
39,321,353,191,152,54,412,490,133,100,33
168,392,537,36,80,30,528,274,167,148,95
83,630,525,228,209,42,263,445,285,343,74
436,92,46,140,316,78,460,634,198,243,31
150,388,416,159,93,59,361,377,41,154,5
141,574,293,70,388,25,419,30,154,26,45
9,91,209,133,418,64,145,574,72,305,71
84,609,153,209,199,87,156,580,113,225,0
10,657,141,137,335,11,41,541,184,117,42
75,813,233,153,380,52,76,319,136,200,67
191,421,521,3,319,30,83,387,182,124,4
383,58,0,59,395,42,540,372,279,356,90
446,197,372,190,90,102,222,236,233,403,94
9,603,209,133,418,45,145,574,72,390,71
282,342,67,199,319,106,545,111,3,85,7
79,778,522,197,33,40,377,532,240,287,60
363,842,123,37,426,49,34,154,219,316,58
3,101,268,18,400,0,330,335,77,183,14
75,267,233,153,380,52,229,462,136,200,67
351,15,290,143,0,83,269,517,142,29,64
107,481,219,121,395,78,424,165,294,103,26
141,574,293,7,388,56,47,30,122,26,45
349,525,390,174,221,105,272,120,28,246,68
145,571,24,215,243,7,405,610,18,377,49
140,247,208,138,310,68,75,303,161,257,79
328,469,80,189,394,34,283,533,81,415,98
370,681,164,53,64,52,464,355,86,306,17
282,342,67,199,405,93,545,111,155,85,7
56,171,480,252,88,43,455,550,190,91,85
224,195,178,11,273,45,483,626,227,212,21
82,642,424,186,337,16,468,567,275,98,86
64,90,288,10,337,11,453,453,164,246,3
141,333,219,121,395,78,424,165,75,103,26
349,496,390,97,221,105,272,120,28,246,68
328,469,102,189,394,34,283,533,81,377,98
323,492,150,205,243,23,513,300,28,177,40
276,137,212,230,241,13,250,389,16,157,84
417,110,265,188,45,75,261,152,154,213,59
64,90,381,10,401,11,235,453,164,246,3
288,342,67,199,319,106,545,111,155,85,7
122,66,51,202,491,38,390,333,221,193,63
79,778,522,197,33,40,113,532,294,287,60
294,349,468,43,145,100,63,503,136,172,52
419,38,590,162,134,103,170,194,11,95,66
41,231,465,132,124,80,241,537,97,238,37
59,364,450,249,112,73,272,85,189,134,41
349,496,390,174,221,105,559,466,28,246,68
299,351,495,7,222,83,512,320,266,69,75
39,321,353,191,152,54,333,391,133,284,33
141,574,293,70,388,25,290,30,122,26,45
389,117,78,124,386,84,119,110,188,369,27
75,753,488,7,344,24,486,393,234,47,28
381,481,219,121,395,78,424,165,75,103,26
445,642,424,12,337,97,468,256,275,98,86
152,191,367,185,239,94,67,611,105,385,19
30,842,123,37,426,49,34,217,219,316,58
112,411,17,193,51,57,462,336,227,232,62
299,351,495,8,377,83,512,320,266,328,75
389,27,525,233,209,42,263,445,285,343,74
251,482,244,169,134,38,389,165,1,226,92
144,774,153,157,202,88,26,513,57,336,48
372,247,208,138,310,68,415,303,156,257,79
191,531,521,3,319,30,83,385,182,124,4
294,349,468,186,145,8,63,503,136,172,52
38,559,318,189,32,115,178,411,230,244,89
438,750,109,252,224,73,425,343,157,337,35
75,382,233,153,380,52,351,319,136,200,67
60,473,17,193,51,57,462,336,227,174,62
39,321,353,191,152,54,333,490,290,362,33
438,742,109,252,56,73,425,251,157,337,35
30,644,123,37,426,49,530,604,219,316,58
195,197,372,190,90,102,222,317,233,96,94
349,707,522,152,216,111,101,557,237,123,34
51,465,115,28,257,107,118,449,30,96,18
54,258,491,49,172,90,339,291,26,384,72
191,696,521,3,319,30,83,387,182,124,4
349,707,522,77,216,111,101,557,237,123,34
195,377,372,190,90,102,405,317,233,403,94
84,668,153,209,199,87,156,98,227,225,0
389,771,191,38,482,33,440,438,2,311,44
416,432,392,140,264,46,487,149,12,286,39
283,465,303,29,268,65,494,430,96,63,83
328,469,80,189,394,34,283,421,81,377,98
328,469,80,73,394,34,293,533,81,377,98
168,648,2,112,182,94,222,571,54,325,97
284,492,546,205,295,23,513,300,130,177,40
140,235,255,138,310,68,202,303,156,257,79
22,548,136,46,77,66,162,253,283,262,25
291,156,68,6,296,50,195,414,9,31,70
389,27,525,228,209,42,380,445,285,343,74
168,392,537,36,80,16,528,274,167,18,95
365,36,570,131,214,10,560,115,237,267,6
239,364,450,249,112,73,274,85,189,134,41
328,248,66,213,481,32,391,377,62,223,12
284,492,546,205,243,23,513,389,72,177,40
311,466,141,230,241,13,250,389,16,157,84
438,750,109,109,224,73,425,251,157,56,35
320,775,507,120,304,19,424,187,209,137,15
409,364,450,249,112,39,274,85,189,134,41
25,635,504,214,181,9,565,537,121,380,9
168,392,537,36,80,16,528,274,167,1,95
251,482,244,169,134,38,389,166,1,226,92
237,678,389,118,33,6,576,492,253,420,13
90,840,389,118,33,6,576,492,155,420,13
54,258,491,49,172,90,339,291,154,201,72
351,775,290,143,479,83,269,517,142,29,64
30,532,415,53,147,83,351,450,55,151,96
122,66,122,202,352,38,386,333,221,193,63
389,763,80,29,276,6,435,123,119,32,73
16,624,80,43,276,6,363,123,119,32,73
51,670,115,28,257,107,282,449,30,96,18
152,675,367,185,1,94,67,611,105,385,19
75,813,233,153,170,28,229,319,136,200,67
451,481,219,121,395,78,579,165,75,103,26
195,197,372,190,90,102,89,317,233,23,94
151,813,233,211,380,52,229,319,136,200,67
22,584,136,46,77,66,162,173,283,262,25
389,27,525,228,209,84,263,445,285,343,74
224,195,178,11,402,45,49,655,123,212,21
54,258,491,49,172,104,339,291,26,166,72
430,476,474,22,449,101,487,554,75,140,77
371,483,421,98,495,71,414,499,150,111,99
407,401,495,201,283,35,424,192,217,73,65
168,805,2,112,443,94,404,571,178,325,97
59,364,450,249,112,73,49,85,189,134,41
119,59,543,177,78,56,198,449,259,346,29
84,609,153,209,122,87,156,580,227,225,0
287,330,323,239,219,67,148,582,121,151,57
140,247,208,138,310,68,202,303,156,141,79
438,750,109,252,224,73,425,251,157,184,35
79,778,522,197,33,40,53,532,240,287,60
284,492,546,59,243,23,513,300,28,177,40
82,642,154,12,370,16,468,256,275,98,86
383,617,0,59,395,42,409,91,279,356,90
141,481,219,121,395,78,314,165,75,103,26
243,318,377,158,135,111,503,617,202,268,69
173,138,216,189,418,44,308,210,174,31,10
191,421,521,3,365,30,83,387,36,124,4
140,750,109,252,224,73,425,251,157,337,35
3,101,141,18,400,0,487,214,77,183,14
351,775,341,146,0,83,269,517,142,29,64
441,432,392,140,264,48,487,149,12,232,39
152,191,27,255,66,94,67,611,105,385,19
294,61,468,190,145,14,63,503,136,172,52
64,90,330,10,337,11,235,75,164,246,3
60,411,17,193,158,57,462,169,227,232,62
359,496,390,174,221,105,272,120,28,246,68
191,794,521,3,319,30,83,387,182,124,4
233,387,500,12,487,72,187,151,146,313,91
78,642,424,12,337,16,468,256,275,98,86
9,603,209,133,135,64,140,574,72,390,71
438,750,109,252,224,73,425,251,180,337,35
119,59,543,100,78,56,198,449,259,293,29
155,96,37,24,462,46,239,143,15,312,55
449,710,209,136,409,13,469,480,284,359,53
389,117,78,124,386,84,119,110,152,369,27
371,483,122,98,495,71,414,499,73,111,99
261,842,480,179,139,18,37,629,116,56,87
166,771,191,38,482,33,440,438,2,357,44
237,840,389,118,33,6,576,492,155,420,13
406,143,55,93,82,90,273,64,33,8,51
191,421,521,3,319,30,79,387,182,36,4
119,492,546,205,243,23,513,300,28,177,40
404,377,355,64,18,86,230,10,139,267,24
281,465,303,29,268,65,494,430,223,253,83
59,364,450,249,112,115,274,85,189,116,41
299,351,495,8,377,83,352,320,266,69,75
119,59,543,177,78,56,198,449,182,293,29
84,609,563,209,199,69,156,580,227,225,0
438,647,109,252,224,73,328,251,157,337,35
64,90,330,10,337,11,235,96,164,246,3
283,465,303,29,268,65,305,430,223,253,83
282,342,67,199,196,46,545,111,155,85,7
284,492,546,205,436,23,513,300,28,177,40
438,750,109,252,159,73,425,251,157,337,35
237,840,389,118,225,6,576,492,155,420,13
416,432,392,140,300,48,471,149,12,286,39
64,90,350,10,337,11,235,453,164,213,3
349,707,522,77,216,111,101,557,256,61,34
406,143,77,93,82,69,273,64,33,8,51
141,481,219,1,395,78,424,165,75,103,26
24,516,398,11,480,105,564,191,83,234,16
237,840,389,118,33,6,180,492,155,420,13
61,58,0,59,395,42,409,372,279,356,90
270,139,236,243,423,14,13,130,96,7,8
328,469,80,189,355,34,283,533,81,50,98
406,143,55,93,82,69,273,64,78,8,51
430,232,474,22,449,101,487,554,75,146,77
389,117,78,124,386,84,119,110,209,369,27
349,228,390,174,221,105,272,120,28,187,68
224,195,178,166,273,54,49,626,123,212,21
185,542,320,84,66,69,5,466,190,237,20
82,642,88,12,337,16,468,256,275,98,86
407,240,495,202,283,35,357,192,217,73,65
141,481,219,121,395,10,424,486,75,103,26
383,351,495,8,359,83,512,320,266,69,75
28,115,17,181,115,65,76,509,59,94,56
54,258,495,49,172,90,339,291,26,201,72
456,648,2,112,182,94,404,571,178,325,97
446,171,480,252,88,43,551,130,190,374,85
152,191,291,185,66,94,67,467,105,385,19
10,657,170,137,345,11,41,541,30,250,42
141,574,293,70,388,25,47,30,288,26,45
75,753,488,7,344,9,258,393,137,47,28
438,631,109,252,388,73,425,251,157,337,35
195,197,372,190,90,102,222,317,93,403,94
9,603,209,133,418,64,145,574,72,390,71
171,115,451,181,115,0,76,509,59,94,56
316,559,63,6,27,16,525,92,293,171,30
166,771,191,38,482,45,440,438,78,279,44
389,27,525,228,209,20,263,445,71,343,74
51,465,33,28,257,107,400,449,30,96,18
141,481,219,121,293,78,424,165,75,103,26
119,59,543,177,78,56,198,449,259,293,29
172,299,28,105,83,98,253,91,71,76,46
282,529,67,199,319,1,545,111,155,85,7
75,753,488,7,344,24,444,393,137,47,28
378,778,522,197,33,40,113,532,240,198,60
152,603,209,133,418,64,145,574,72,390,71
88,448,483,75,62,33,274,204,289,302,23
51,84,115,28,257,107,400,449,256,96,18
82,451,424,12,337,16,246,256,275,98,86
389,291,525,228,209,42,22,445,285,343,74
56,775,385,33,442,23,547,485,252,179,32
438,750,109,252,224,73,425,69,157,337,35
331,801,471,15,311,7,20,136,220,177,76
389,27,525,228,209,47,263,445,285,343,74
338,195,178,11,273,45,398,626,123,212,21
75,813,233,46,380,52,325,319,136,200,67
54,258,491,49,172,90,339,291,26,186,72
185,564,320,198,29,69,5,466,190,237,20
383,58,0,59,333,42,409,525,279,356,90
383,58,0,59,395,42,409,316,279,356,90
122,66,122,202,491,35,390,333,221,193,63
328,469,207,69,394,34,283,533,81,377,98
168,648,100,112,182,94,404,571,178,325,97
82,642,424,12,337,57,468,256,275,98,86
118,642,424,12,337,16,468,256,275,98,86
231,58,0,59,395,6,409,372,279,356,90
370,834,95,53,64,92,464,355,86,306,17
141,481,219,47,102,78,424,165,75,103,26
39,29,539,191,152,54,333,490,133,100,33
38,392,537,36,80,16,528,274,167,148,95
316,559,63,6,147,16,525,92,67,409,30
166,771,191,38,482,33,440,438,2,279,44
168,6,52,112,182,94,404,571,178,325,97
332,775,231,143,0,83,269,517,142,29,64
144,774,420,157,202,88,262,513,57,413,48
75,753,488,7,344,24,258,469,137,47,28
9,603,209,133,293,64,145,574,72,390,71
41,231,42,225,124,80,566,537,97,238,37
22,548,136,46,77,66,162,173,283,267,25
373,778,522,197,33,28,113,532,240,287,60
283,465,303,29,324,65,494,328,223,253,83
284,492,306,205,243,23,513,300,28,177,40
84,609,153,209,38,87,156,580,227,77,0
454,775,290,143,0,67,269,517,142,29,64
84,609,153,243,199,87,523,580,227,225,0
331,801,184,15,311,48,20,136,146,50,76
28,130,17,80,115,0,76,509,59,94,56
328,747,66,213,481,32,391,377,62,223,12
168,648,2,112,182,97,404,571,178,325,97
150,388,416,104,244,115,361,377,157,154,5
213,612,269,90,170,33,111,163,175,20,38
88,448,483,75,62,8,274,204,289,395,23
144,29,420,157,202,88,524,513,57,336,48
150,388,487,104,93,115,361,377,41,154,5
39,321,353,191,152,47,333,490,133,100,33
276,475,212,230,241,96,250,389,16,157,84
284,492,546,205,113,23,513,300,28,177,40
54,258,491,49,172,90,339,291,26,342,72
259,833,546,205,243,23,513,300,28,177,40
237,840,389,118,33,6,576,492,155,184,13
446,794,480,252,88,43,551,550,190,75,85
446,231,480,252,88,43,551,550,190,91,85
51,465,115,28,257,107,400,449,236,96,18
406,143,55,93,82,69,273,53,33,8,51
141,574,293,70,388,23,47,30,122,76,45
54,258,346,49,172,90,339,291,26,52,72
28,115,17,181,460,0,76,509,59,94,56
79,778,522,197,33,40,113,284,240,304,60
168,648,2,112,182,94,404,644,178,325,97
312,548,136,46,204,66,162,173,283,262,25
389,27,338,228,474,42,263,445,285,343,74
191,421,521,3,319,30,295,387,182,250,4
284,492,546,205,243,16,513,300,28,177,40
152,738,367,185,66,94,67,611,105,385,19
436,448,46,140,316,22,460,634,198,113,31
1,496,390,174,221,105,272,120,28,219,68
119,59,355,177,78,56,198,449,259,293,29
383,58,0,59,395,90,409,372,43,356,90
84,609,153,138,199,87,382,580,227,225,0
383,58,0,59,395,67,409,372,87,356,90
291,156,68,6,298,35,195,414,9,56,70
30,515,415,53,31,83,351,450,55,8,96
75,753,508,7,344,24,258,625,137,47,28
316,178,63,6,27,16,525,92,293,409,30
331,801,471,15,204,7,20,136,146,4,76
446,597,480,252,88,43,551,550,190,91,85
407,240,495,202,283,35,2,192,189,73,65
357,771,191,38,397,33,440,438,2,279,44
33,496,390,174,221,105,272,120,28,246,68
33,710,209,136,409,100,469,480,284,359,53
283,465,303,29,268,4,494,430,221,253,83
284,492,546,205,243,52,513,300,160,177,40
30,532,415,53,446,83,351,304,55,151,96
57,496,390,174,221,105,272,215,28,246,68
168,648,396,112,182,94,404,486,178,325,97
168,648,2,112,4,94,404,571,178,325,97
416,432,392,140,307,48,487,149,12,286,39
54,258,491,49,303,90,45,291,26,201,72
191,446,521,3,319,30,83,387,146,124,4
97,197,372,190,90,102,69,317,233,403,94
80,115,17,181,115,0,76,509,59,94,56
406,143,55,64,82,69,273,64,33,8,51
41,640,42,225,124,91,241,537,97,238,37
56,149,385,33,442,23,547,351,252,179,32
10,657,170,137,314,11,152,541,184,250,42
367,149,62,33,442,23,547,485,252,179,32
39,321,353,191,152,54,333,490,133,208,33
88,448,483,28,62,41,274,204,289,395,23
25,220,523,214,181,7,565,537,121,380,9
419,735,590,4,134,103,170,194,11,95,66
185,564,320,84,29,69,457,466,190,280,20
191,421,521,3,319,22,83,387,182,124,4
276,466,238,230,241,102,250,389,16,157,84
389,27,525,228,209,42,151,445,285,343,74
398,195,178,11,273,45,49,24,123,212,21
51,465,115,28,257,107,458,449,30,353,18
291,156,68,6,296,71,553,414,9,31,70
322,387,500,12,487,72,557,110,146,313,91
84,609,153,209,199,69,156,580,227,316,0
195,197,372,197,90,102,222,317,233,403,94
349,707,522,77,107,111,101,557,237,123,34
190,412,341,166,322,90,394,245,219,113,82
314,421,521,3,319,30,83,387,198,124,4
79,778,522,197,153,40,113,532,30,287,60
79,778,259,197,33,40,113,532,240,287,60
176,388,522,104,93,115,361,377,41,154,5
385,481,219,188,395,78,424,165,75,103,26
446,171,480,252,88,43,548,550,190,91,85
103,191,367,185,66,94,67,611,176,385,19
237,154,389,81,33,6,576,492,155,420,13
349,707,522,77,216,111,101,437,237,357,34
59,364,450,249,112,73,479,85,189,134,41
349,707,522,0,216,111,390,557,237,123,34
237,159,36,118,33,6,576,492,155,420,13
140,247,208,138,310,68,479,303,156,387,79
446,595,205,252,88,43,551,550,190,91,85
328,469,80,6,394,34,283,533,81,377,98
64,90,330,10,337,11,463,132,164,246,3
82,642,424,7,337,16,468,256,174,98,86
370,444,164,53,49,92,97,355,86,306,17
152,191,267,185,66,94,537,611,105,385,19
383,412,0,59,395,42,409,372,279,356,90
39,321,353,191,152,54,333,490,209,20,33
168,392,126,36,80,16,149,274,167,148,95
224,628,178,11,273,45,49,626,63,212,21
64,351,495,8,377,83,512,320,266,9,75
122,66,122,202,491,38,568,0,221,193,63
173,138,216,189,494,44,51,210,27,31,10
383,58,494,59,395,42,409,372,218,356,90
30,532,415,53,31,83,351,450,145,151,96
195,197,372,29,90,103,222,317,233,403,94
64,90,330,10,253,11,235,453,164,246,3
82,142,424,162,337,16,468,256,275,98,86
383,58,0,59,395,42,409,618,279,356,90
224,195,178,11,273,45,85,626,123,212,21
416,643,392,140,264,48,487,603,12,286,39
389,117,539,124,386,84,119,110,152,365,27
141,540,219,121,395,78,424,165,75,103,26
334,686,236,243,423,15,13,130,96,7,8
54,258,491,20,172,34,339,291,26,201,72
88,448,483,75,62,50,274,204,289,395,23
416,432,392,140,264,48,487,520,12,286,39
349,416,355,77,216,111,101,557,237,123,34
75,753,488,7,336,24,258,481,137,47,28
389,27,525,228,2,42,263,445,285,343,74
354,481,219,121,395,78,424,165,218,103,26
251,432,392,140,264,48,487,149,12,286,39
25,635,523,214,181,101,321,537,121,55,9
36,801,323,15,311,7,20,136,146,50,76
389,27,525,228,209,42,263,445,252,343,74
84,609,153,209,199,87,156,580,87,225,0
56,149,385,107,442,23,547,495,252,179,32
261,331,480,209,287,18,37,629,116,56,87
168,392,537,36,80,16,402,274,167,148,95
54,258,491,223,172,90,80,291,26,201,72
283,465,261,29,268,65,494,430,223,253,83
328,20,80,189,394,34,283,533,81,377,98
144,532,415,53,31,83,351,450,55,151,96
168,392,537,36,80,16,393,15,167,148,95
416,432,392,43,264,48,343,149,12,286,39
3,101,141,18,400,0,330,214,77,183,14
59,364,450,56,112,73,274,85,189,134,41
152,191,367,185,66,94,67,611,122,385,19
168,392,529,36,80,16,528,274,167,148,95
319,58,0,59,395,42,409,372,279,356,90
190,412,341,157,322,90,394,201,219,113,82
144,774,420,157,202,88,35,104,57,336,48
155,482,37,24,390,46,239,143,271,312,55
449,710,209,136,409,13,469,480,284,278,53
294,349,468,83,145,100,63,503,136,172,52
22,548,136,46,77,66,162,173,283,262,25
28,115,17,181,115,0,76,509,59,94,56
383,58,408,185,395,42,409,372,279,356,90
430,232,474,22,449,101,487,554,255,146,77
22,548,136,104,77,66,22,173,283,262,25
75,813,233,153,380,44,229,319,136,220,67
9,603,209,162,418,64,145,350,72,390,71
140,247,208,138,485,68,202,441,156,257,79
56,149,385,33,442,17,547,485,252,179,32
185,564,320,84,29,69,5,603,190,237,20
41,231,331,225,124,80,241,537,97,238,37
84,664,153,209,199,87,24,580,227,225,0
64,90,330,10,337,61,235,453,164,246,3
122,44,122,229,491,38,390,333,221,193,63
310,364,447,73,125,30,155,447,251,287,1
370,299,28,105,373,98,253,91,170,76,46
237,840,389,118,33,6,576,492,155,211,13
316,559,63,190,27,16,257,92,293,409,30
349,496,120,174,221,105,272,120,28,234,68
282,753,488,7,344,111,258,393,137,47,28
294,349,468,190,476,29,63,503,136,172,52
41,231,42,225,124,80,241,78,97,238,37
294,203,468,190,145,100,63,503,136,291,52
168,392,537,36,174,16,580,274,167,148,95
282,342,67,199,319,20,545,111,155,85,7
365,36,274,131,214,10,560,115,295,267,6
383,58,0,59,395,42,409,372,122,356,90
191,421,521,3,319,30,83,498,182,351,4
389,634,80,29,307,6,363,123,119,32,73
284,492,546,33,243,23,513,300,28,177,40
276,466,212,230,241,13,250,389,95,44,84
195,197,372,190,90,102,222,317,233,371,94
349,495,522,77,216,111,101,557,237,123,34
141,481,219,121,395,78,424,96,232,103,26
389,27,525,228,209,42,263,445,285,343,74
383,58,206,59,395,42,322,372,279,356,90
436,92,46,140,316,78,460,634,198,113,31
438,823,109,252,224,73,425,251,157,337,35
168,392,537,17,80,102,528,274,167,148,95
13,813,233,153,380,52,155,319,136,200,67
28,115,17,181,115,0,76,17,59,94,56
150,388,379,104,93,115,361,377,228,154,5
41,231,42,162,124,80,241,537,97,238,37
9,603,209,133,418,64,520,574,72,82,71
326,753,488,7,344,24,258,393,137,47,28
370,444,164,53,64,92,464,355,231,306,17
126,364,450,249,112,73,406,85,189,134,41
141,481,219,121,395,78,424,165,75,322,26
46,574,293,74,388,25,47,30,122,26,45
185,564,320,183,29,69,228,466,190,237,20
195,28,13,190,90,102,222,317,233,403,94
91,773,391,138,355,41,424,64,123,355,61
60,411,482,193,51,57,462,161,227,232,62
82,153,424,12,337,16,468,256,275,98,86
389,27,39,228,209,73,263,445,285,343,74
103,612,269,90,170,33,308,163,175,20,38
59,364,450,249,112,14,274,385,189,134,41
446,171,480,252,88,43,551,550,190,315,85
430,232,474,22,449,88,487,554,75,146,77
294,61,468,190,145,100,63,503,136,172,52
331,392,537,36,431,16,528,274,167,148,95
141,481,381,121,104,78,424,165,75,103,26
251,482,244,169,134,38,389,284,1,321,92
351,775,290,143,210,83,269,517,142,29,64
1,421,521,3,319,30,83,387,182,46,4
51,465,497,28,257,107,400,449,30,96,18
371,483,421,98,495,113,414,499,73,111,99
141,574,293,70,388,25,47,30,208,26,45
365,36,274,131,214,10,560,115,217,319,6
430,232,556,22,449,101,487,554,58,146,77
276,466,212,230,241,13,5,389,16,157,84
217,786,9,17,447,29,570,612,151,278,11
122,66,122,202,491,38,390,333,89,193,63
370,444,164,53,64,92,32,523,86,306,17
331,801,471,15,311,9,20,136,146,50,76
39,321,204,191,152,54,225,490,133,100,33
138,753,488,7,344,63,258,393,137,47,28
150,388,376,104,93,115,361,377,41,130,5
294,349,468,190,145,99,63,503,136,172,52
30,529,415,53,31,83,351,366,55,151,96
142,473,50,216,142,107,157,481,39,15,93
436,92,46,140,316,78,194,634,198,83,31
331,801,471,15,311,7,454,136,146,50,76
188,465,303,29,268,65,494,430,223,253,83
349,707,522,77,216,7,101,557,48,123,34
191,421,521,3,319,30,83,387,182,286,4
200,489,121,238,344,71,208,147,22,77,2
328,501,66,213,141,32,391,377,62,223,12
38,559,548,189,49,45,178,631,230,244,89
169,680,267,134,418,37,262,310,276,301,22
299,351,495,8,377,44,512,320,266,69,75
258,171,480,252,88,43,551,440,190,91,85
416,432,392,249,264,48,487,149,12,286,39
328,469,80,189,394,68,283,533,81,170,98
224,195,92,11,273,22,49,626,123,212,21
416,432,392,140,261,48,357,149,12,286,39
38,559,548,189,352,115,178,411,230,244,89
224,195,175,11,273,45,49,626,123,371,21
142,473,160,216,247,107,157,481,39,398,93
370,444,164,53,64,92,464,37,86,400,17
322,387,500,12,487,72,187,580,146,148,91
282,405,67,199,319,90,545,111,155,85,7
28,115,17,13,115,90,76,509,59,94,56
168,392,537,36,80,16,358,274,167,148,95
260,197,372,190,90,102,222,317,233,403,94
370,444,164,53,64,92,464,355,86,176,17
349,707,395,77,216,111,101,557,237,123,34
22,548,136,46,65,66,162,173,283,262,25
430,232,474,27,449,101,487,554,75,146,77
419,735,590,162,134,103,170,454,11,95,66
224,195,178,11,273,4,49,626,122,212,21
157,58,0,59,395,42,409,372,279,356,90
299,351,495,8,377,83,501,320,266,69,75
284,492,546,205,243,23,513,300,28,57,40
291,156,68,6,296,35,215,414,9,31,70
122,66,122,76,491,38,390,333,221,193,63
122,66,10,202,491,38,130,333,221,193,63
25,635,523,214,181,101,519,537,121,401,9
56,149,385,33,442,107,547,485,252,179,32
416,432,392,140,495,48,487,514,12,286,39
404,377,355,64,181,90,243,10,139,267,24
294,349,468,190,145,87,391,503,136,172,52
237,840,389,118,33,6,576,492,155,420,13
349,707,522,77,50,111,101,557,246,123,34
389,27,448,228,209,42,263,445,285,343,74
436,92,46,140,316,78,460,634,198,161,31
150,388,416,50,93,115,361,377,41,154,5
39,321,353,191,152,54,520,192,133,100,33
406,143,55,93,82,69,273,64,33,8,51
141,574,293,177,9,25,47,30,122,26,45
386,197,447,73,125,66,205,447,251,287,1
404,377,355,64,397,18,243,10,139,267,24
370,345,28,105,453,98,253,91,71,76,46
60,411,17,193,51,81,462,336,227,232,62
371,483,421,215,495,71,414,499,73,111,99
51,465,115,28,257,107,400,449,30,255,18
349,707,522,77,216,111,533,557,260,123,34
284,492,546,254,243,23,489,300,28,177,40
122,66,122,44,491,38,390,333,221,7,63
75,529,233,153,380,52,229,319,136,200,67
59,364,292,249,112,73,274,85,189,21,41
38,559,548,142,16,115,178,411,230,244,89
66,195,178,11,273,45,49,626,123,212,21
299,351,495,8,377,73,512,367,266,69,75
370,444,164,53,64,92,464,653,86,306,17
407,5,58,31,387,39,205,37,126,78,47
84,609,153,209,199,87,156,580,227,322,0
82,678,424,12,337,16,468,256,275,98,86
294,349,219,219,145,100,63,503,136,172,52
119,59,277,177,78,56,198,449,259,377,29
28,115,17,134,358,0,76,509,59,94,56
299,351,495,225,377,83,512,320,264,69,75
351,775,290,56,0,83,269,451,142,29,64
195,197,372,190,90,70,222,317,67,403,94
195,197,372,77,90,102,286,317,233,403,94
75,813,233,153,380,52,229,319,136,314,67
404,377,143,64,18,86,243,10,139,404,24
168,648,2,112,182,94,404,571,85,325,97
10,657,504,137,335,11,41,541,184,250,42
416,775,392,140,264,48,487,506,12,286,39
195,197,372,106,90,102,222,317,134,403,94
54,26,491,49,330,90,339,291,26,201,72
59,364,450,187,112,62,274,85,189,134,41
349,496,390,174,221,105,272,630,218,246,68
299,351,495,8,225,73,512,320,266,69,75
141,115,219,121,395,78,424,165,75,103,26
299,351,495,8,377,83,512,320,189,69,75
386,92,557,140,316,78,460,634,198,113,31
141,574,293,70,403,25,47,30,122,173,45
185,564,320,84,29,69,5,466,233,237,20
41,231,42,105,124,80,241,537,97,238,37
416,432,392,140,264,48,487,149,270,247,39
390,469,80,189,394,34,283,533,81,152,98
